Age,Gender,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Internet_Quality,Part_Time_Job,Extracurricular_Involvement,AI_Tool_Usage_Hours_Per_Week,Previous_Semester_GPA,Productivity_Score,Performance_Category
-0.4571398733216587,0,-0.83709407558674,-0.8305035777968965,0.56181352024395,-0.13458086150503598,0.5278594411350535,0.05097159537203004,-1.0287176265694578,-0.17608059732641257,-1.9814905019406193,0.16306142942010204,-1.6006855132429543,0,0.3625097759942492,2.810610440889284,-0.38907552413877416,51.16,1
1.964151828593907,0,0.6103963902080503,-0.4448864640870498,0.1465075035197842,0.6200239258857195,1.0982513794165019,1.5367940856332343,0.8959792625756363,-1.2039622568460795,1.318028882426634,1.070709861769648,1.1838417777772325,0,-0.06362639111039443,-0.8878674699348329,0.08298119145691701,74.1,2
0.7535059776361243,0,1.334141623105445,-1.1389972687647743,0.56181352024395,0.736116970099682,-1.1018318110976566,0.08129450333654441,-0.9348299734404287,-0.6676761736184271,1.7962200975523228,-0.8878999133004252,-0.20842186773286092,0,0.3625097759942492,-0.49991524152670874,0.3955592869189288,34.63,0
0.3499573606501966,1,-1.3023588681636367,0.7890882997844596,0.06344630017495094,-0.3667669499329608,-1.3870277802383808,-1.3560113341814364,-1.4042682390855736,-0.31015211813332555,-1.4554801653023612,1.9305873239955342,-1.6006855132429543,0,-0.5323761749255023,0.7673953712731636,0.22970152197990176,53.2,1
-1.264237107293514,0,1.747710327618242,-0.5991333095709886,-0.7256351316009644,0.38783783745779504,0.658234741313671,-2.2596339915239647,1.3184737016562669,0.047371937351775896,0.2660082091501182,0.9751679215223277,-0.20842186773286092,0,0.1920553091523917,-0.06023604933083472,-0.40183381374946825,57.4,1
-1.264237107293514,1,-0.1650449307534447,-3.067082837314008,-1.1824717499975466,-0.482859994146923,-0.14846242854152097,0.7787213865203749,-1.638987371908146,0.3155149789656021,0.026912601587273818,-1.9866322261446125,-0.20842186773286092,1,1.683531894018644,-0.6809596147838334,2.1306866739733605,25.82,0
-1.6677857242794416,0,-1.0438784278431386,2.331556754623847,-0.3103291148767985,1.3746287132764756,0.9271337979320678,-0.6707136141834115,0.8020916094466073,-0.2207711042620501,-1.4076610437897923,0.21083239954376262,-0.20842186773286092,1,0.7886459430988927,-0.3705978320573341,0.21694323236920768,66.65,2
1.1570545946220518,1,0.7654846544003491,-0.5220098868290195,-0.8086963349457976,-0.3667669499329608,1.1634390295058101,-0.525163655953743,-0.3715040546662548,2.5947308326831244,-2.1727669879908946,-1.2700676742897077,-1.6006855132429543,0,1.0017140266512146,-0.6550961328899584,0.7208956719916346,66.45,2
0.3499573606501966,1,-0.4752214591380426,-0.5220098868290195,-0.144206708187132,-0.2506739057189982,-1.9492712622586656,1.2214358428022853,0.7082039563175783,2.371278298004936,-0.2600021274881393,-0.0757934211981996,-1.6006855132429543,0,0.6608050929674993,-0.8620039880409579,0.8612368577092723,65.59,2
0.7535059776361243,1,-0.113348842689345,1.7145693726880913,-0.5179821232388814,-0.482859994146923,-0.8736750357850774,-0.10064294445054181,0.2857095172369477,1.6562301870347331,0.07473172309984295,-2.368799987133895,1.1838417777772325,0,1.6409182773081796,-1.3275466621307068,-0.8802696741505064,47.47,1
-1.6677857242794416,1,-0.42352537107394295,-1.2161206915067433,0.39569111355428355,-0.7730926046818292,-0.11586860349686631,-0.28258039223762804,-2.155369464117806,-1.2039622568460795,1.318028882426634,-1.4133805846606886,1.1838417777772325,1,0.1920553091523917,-0.836140506147083,1.6905256824044057,30.44,0
1.964151828593907,1,-0.83709407558674,1.1747054134943065,0.021915698502534133,2.129233500667231,-1.069237986053002,0.2207798799733112,-0.3245602281017405,-0.3548426250689633,2.130953948140305,-0.02802245107453901,-0.20842186773286092,1,0.021600842310534146,1.1812110815751626,-0.5421749994671065,41.28,0
1.1570545946220518,1,0.7137885663362491,-0.5991333095709886,0.4372217152267,0.5039308816717573,-0.4825491352492261,1.5610524120048461,-0.23067257497271146,0.8518010621932542,0.6963803027632383,-0.5057321523111422,1.1838417777772325,0,-0.02101277439993005,-0.24128042258795937,-1.396980403383628,46.92,1
-0.8606884903075863,0,-0.32013319494574355,-1.2932441142487132,0.4372217152267,0.03955870481590778,-1.3381370426713994,0.32387776705265936,0.4265409969304915,-1.0252002291035287,-1.8380331374029122,1.118480831893309,-1.6006855132429543,0,-0.7880578751882883,-0.08609953122470958,-1.2630183624713374,43.24,0
-0.8606884903075863,1,-1.5091432204200355,1.7145693726880913,-0.18573730985954878,-0.5409065162539043,-0.4499553102045726,-2.3142152258600905,0.33265334380146244,-0.31015211813332555,0.4572846952003939,-0.41019021206382195,-1.6006855132429543,0,-0.1914672412417874,0.12080832392628994,-1.0397482942841858,38.72,0
-0.8606884903075863,0,0.5587003021439503,0.9433351452683978,-0.144206708187132,1.1424426248485506,-1.0121987922248568,-0.8465864803775951,-0.23067257497271146,-0.4889141458758763,-0.16436388446300146,0.4974582202857244,-0.20842186773286092,0,1.4704638104663221,-0.08609953122470958,-0.8164782260970349,57.69,1
-0.4571398733216587,0,-1.2506627800995374,0.9433351452683978,0.5202829185715332,-0.5989530383608855,0.3811872284341098,-0.2643866474589187,-1.1695491062630012,0.047371937351775896,0.9832950318386514,1.3095647123879495,1.1838417777772325,0,-0.7028306417673597,0.4570335885466642,0.11487691548365278,50.93,1
-0.05359125633573102,0,-1.1989666920354376,0.40347118607461285,2.513751798847529,0.09760522692288903,0.9678760792378857,0.984917160679073,0.5204286500595201,-0.4889141458758763,-2.0293096234531878,-1.4133805846606886,-0.20842186773286092,0,-0.06362639111039443,-0.7585500604654581,0.9633031745948272,58.22,1
-0.05359125633573102,0,1.2307494469772455,0.6348414543005207,-1.057879944980297,2.3033730669881747,0.44637487852341795,-1.3135592630311161,0.8959792625756363,-0.39953313200460105,0.9354759103260827,-1.1267547639187265,-1.6006855132429543,0,1.0017140266512146,0.2759892152895395,-0.2997674968639139,49.07,1
-0.4571398733216587,0,-1.2506627800995374,-1.2161206915067433,0.021915698502534133,-1.005278693109754,1.64419794891446,0.2086507167875053,0.33265334380146244,-0.0866995834551371,1.652762733014616,-0.6490450626821236,-0.20842186773286092,0,-0.10624000782085882,1.2070745634690374,-0.031843415039331975,46.8,1
0.3499573606501966,0,-2.181192365253331,0.09497749510673516,-1.2655329533423798,0.5619774037787385,1.0086183605437034,-0.0460617101144156,-0.23067257497271146,-1.0252002291035287,0.2181890876375495,-0.0757934211981996,1.1838417777772325,0,-0.14885362453132303,-0.31887086826958416,0.006431453792750833,50.89,1
-1.264237107293514,0,0.6103963902080503,-0.9076270005388664,-0.06114550484229874,0.27174479324383255,0.9678760792378857,1.1547254452803533,-0.3715040546662548,-0.4889141458758763,1.2223906394014958,0.736313070904026,-0.20842186773286092,0,0.44773700941517763,-0.2154169406940843,-0.4145921033601629,60.43,1
-0.4571398733216587,1,-0.32013319494574355,-1.3703675369906823,-0.7256351316009644,0.5619774037787385,-0.07512632219104856,-1.0406530913504868,-0.9348299734404287,-0.8464382013609779,0.7920185457883762,-1.5089225249080094,-0.20842186773286092,0,0.831259559809357,0.7156684074854138,0.3955592869189288,29.06,0
-0.4571398733216587,0,-0.21674101881754437,0.40347118607461285,-0.144206708187132,-0.30872042782597947,-0.311431553764792,0.22684446156621374,0.2387656906724334,0.6730390344507038,-2.1727669879908946,-1.2700676742897077,1.1838417777772325,1,-1.5551029759766466,-1.2758196983429573,0.7527913960183704,66.59,2
-0.05359125633573102,1,-0.32013319494574355,1.1747054134943065,0.1465075035197842,-0.6569995604678668,1.367150436034899,1.5610524120048461,0.19182186410791907,-0.7570571874897025,0.1703699661249808,0.019748519049121147,-0.20842186773286092,0,1.0017140266512146,1.1812110815751626,1.2376064012247556,70.84,2
0.7535059776361243,0,0.2485237737593526,-0.3677630413450807,-0.5179821232388814,0.21369827113685128,-0.2543923599366469,1.0273692318293932,0.8490354360111216,-0.8017476944253402,0.31382733066268736,-1.5089225249080094,-0.20842186773286092,0,0.1920553091523917,0.9225762626364131,-0.720791054016827,51.48,1
