Age,Gender,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Internet_Quality,Part_Time_Job,Extracurricular_Involvement,AI_Tool_Usage_Hours_Per_Week,Previous_Semester_GPA
-0.45377724208535564,0,-2.1728945690808663,-0.9870101807070418,-0.015975759370718975,-0.8814531471375001,-0.6014647318280864,-0.7600293088488176,-0.5446595069621858,0.32741910740082586,0.698664416100583,0.9776177531732676,-1.5986576911591803,0,0.10385019086849395,-0.41799856373421024,0.6134823675861351
1.9514024862822505,1,-0.9358431463282004,-0.36758012116598726,1.2329977842052942,1.9676460513728509,0.30140911459893244,1.1400802710995963,0.34138528665980045,-0.25712939790168166,-1.117670597980494,-0.7982982359965525,1.1929447963131952,1,-0.7876041944480433,-1.143372683739368,0.011240146308609476
-0.05291395402408792,1,-0.5750364813586728,-0.4450088786086188,1.3162626871103613,1.269907472145826,1.4564369181362005,0.6015141799677206,-1.0576328085328093,1.1367939608966058,-0.5440911198496274,0.20965408218091316,1.1929447963131952,0,-0.9149548209218346,-0.10712394087485695,0.2931407605236216
-0.05291395402408792,0,1.847522554865298,0.019563666047171895,-0.8486247884213944,0.6303137745210532,0.2119351298178769,0.020588958072664476,1.6937694453459895,-0.5718862853722628,0.31627809734667217,0.40164499992900154,-0.2028564474229926,0,-0.6602535679742524,2.0430922005690038,0.9530444710723995
0.7488126220984475,0,0.5589273228312709,0.019563666047171895,0.52524610951222,0.6884586561233055,-0.9512266723358515,-0.5300797418486908,-0.7311952529878669,-0.8866431728428438,0.9376558653217775,-0.7982982359965525,-1.5986576911591803,0,-1.1272058650448196,-0.41799856373421024,1.228538253146161
-0.8546405301466233,1,1.795978745583937,0.7164224830308586,1.0248355269426253,1.0954728273390701,1.6435188863147718,-0.08833452103265844,0.5279210326854815,0.8220370734260247,-0.25730138078419434,1.9375723419137107,-1.5986576911591803,1,-0.9149548209218346,-0.029405285160018432,1.5168456995024227
0.34794933403717976,0,-1.4512812391418113,-0.36758012116598726,-0.0992406622757866,0.1651547217030368,0.008585164406386108,0.801207224994147,1.134162207268946,0.012662219930244972,1.128849024698733,0.40164499992900154,1.1929447963131952,0,-0.10840085325449116,-1.272903776597432,-0.2514399714826517
0.34794933403717976,1,-0.5750364813586728,0.3292786958176995,-0.6404625311587255,-0.0674248047059714,0.9439950052992439,1.3760811424944634,1.8803051913716708,2.0360993536696945,1.2722438942314491,1.9375723419137107,1.1929447963131952,0,-0.10840085325449116,0.5664377419870754,-0.4756790964264109
-0.8546405301466233,1,-0.4204050535145896,0.40670745326033103,0.8999381725850237,0.5140240113165492,1.1636129679436529,1.206644619441738,-1.2908024910649107,-0.16719885862437292,-2.1692329745537493,1.3136018592324223,1.1929447963131952,0,0.44345186146527005,0.30737555627094765,-1.8595548389364693
-0.45377724208535564,0,0.9712777970821596,0.09699242348980346,0.2338189493444835,0.45587912971429706,-1.1383086405144227,0.7648993986257054,0.34138528665980045,-0.07726831934706398,0.029488358281238698,0.06566089386984633,-0.2028564474229926,0,-1.721508788589178,-0.39209234516259744,0.3636159140773742
